domain,tld,length,vowel_ratio,has_number,tld_score,keyword_score,brand_score,price,tier
labtu.co.in,.co.in,5,0.4,0,0.6,0.6541,0.6659,647500,medium
zone.biz,.biz,4,0.5,0,0.15,0.1335,0.5201,39500,low
lab.co.in,.co.in,3,0.3333,0,0.6,0.6322,0.7773,850500,medium
texezone.info,.info,8,0.5,0,0.18,0.2928,0.5231,106500,low
jipay.app,.app,5,0.4,0,0.75,1.0,0.9275,18528000,high
shaservice.org,.org,10,0.4,0,0.58,0.2754,0.5552,133000,low
nohotel.org,.org,7,0.4286,0,0.58,0.183,0.5349,143000,low
buy.io,.io,3,0.3333,0,0.85,0.8989,0.8202,37358000,high
upiun.in,.in,5,0.6,0,0.9,0.9657,0.8389,92597500,high
base.co,.co,4,0.5,0,0.8,0.72,0.6831,311500,medium
tekoxedev.co.in,.co.in,9,0.4444,0,0.6,0.0153,0.5316,76000,low
bhaauto.co,.co,7,0.5714,0,0.8,1.0,0.7916,20932000,high
rupee.io,.io,5,0.6,0,0.85,0.873,0.8463,4188500,high
flow.co.in,.co.in,4,0.25,0,0.6,0.6308,0.7076,916000,medium
bhariai.com,.com,7,0.5714,0,1.0,0.9344,0.7543,23756000,high
vinly.ai,.ai,5,0.2,0,0.95,0.7379,0.8422,29692500,high
vyhub.app,.app,5,0.2,0,0.75,0.9229,0.7414,55946000,high
nagari.net,.net,6,0.5,0,0.65,0.2088,0.449,153000,low
bhavifo.app,.app,7,0.4286,0,0.75,0.787,0.7424,35652500,high
vytravelbestkosa.biz,.biz,16,0.3125,0,0.15,0.1154,0.4144,51500,low
shadevhq.co.in,.co.in,8,0.25,0,0.6,0.4365,0.5828,906000,medium
bunew.app,.app,5,0.4,0,0.75,0.533,0.672,785000,medium
solutions.net,.net,9,0.4444,0,0.65,0.1044,0.516,88000,low
designki.in,.in,8,0.375,0,0.9,0.2825,0.5692,162000,low
digital51.com,.com,9,0.3333,1,1.0,1.0,0.7727,3894500,high
home45.net,.net,6,0.3333,1,0.65,0.6172,0.6792,523000,medium
ezwyinfo.org,.org,8,0.375,0,0.58,0.3031,0.5774,68000,low
riworld.site,.site,7,0.2857,0,0.2,0.2536,0.4599,92500,low
penew.dev,.dev,5,0.4,0,0.7,0.5775,0.7317,350500,medium
ezbusiness.site,.site,10,0.4,0,0.2,0.0974,0.3956,33000,low
lufo.com,.com,4,0.5,0,1.0,0.9714,0.773,42020500,high
live7.com,.com,5,0.4,1,1.0,1.0,0.887,21310000,high
meez.com,.com,4,0.5,0,1.0,0.9668,0.846,36357500,high
news59.online,.online,6,0.1667,1,0.25,0.3143,0.3389,111000,low
solutionslu.online,.online,11,0.4545,0,0.25,0.0402,0.3942,26500,low
tezone.co.in,.co.in,6,0.5,0,0.6,0.3257,0.4905,135000,low
tumehq.co,.co,6,0.3333,0,0.8,0.3557,0.6091,479000,medium
nova95.net,.net,6,0.3333,1,0.65,0.6772,0.7499,710500,medium
bharat56.in,.in,8,0.25,1,0.9,0.9767,0.6662,30017500,high
bhaspark.in,.in,8,0.25,0,0.9,0.5407,0.5136,644000,medium
wyzone.co.in,.co.in,6,0.3333,0,0.6,0.2202,0.5836,103000,low
axopezbu.com,.com,8,0.5,0,1.0,0.6303,0.653,988500,medium
unshawyrajzate.xyz,.xyz,14,0.3571,0,0.3,0.2778,0.3732,74500,low
zonesha.xyz,.xyz,7,0.4286,0,0.3,0.0703,0.5795,55000,low
rojgarom.info,.info,8,0.375,0,0.18,0.2474,0.5284,34500,low
noplace.net,.net,7,0.4286,0,0.65,0.0407,0.4521,43000,low
devhome.net,.net,7,0.4286,0,0.65,0.72,0.6351,1141000,medium
blogopsidesign.biz,.biz,14,0.3571,0,0.15,0.3427,0.3632,34000,low
nadevzapra.dev,.dev,10,0.4,0,0.7,0.6764,0.6251,519500,medium
tumeco.co,.co,6,0.5,0,0.8,0.446,0.645,286500,medium
ezsoft.com,.com,6,0.3333,0,1.0,0.72,0.6017,797000,medium
worldri.online,.online,7,0.2857,0,0.25,0.1911,0.5182,66000,low
dapupule.info,.info,8,0.5,0,0.18,0.0782,0.3728,122500,low
viji.io,.io,4,0.5,0,0.85,0.8162,0.7745,22137000,high
gamespe.info,.info,7,0.4286,0,0.18,0.0448,0.5327,99000,low
razaio.in,.in,6,0.6667,0,0.9,0.9908,0.7162,11199500,high
bhabu.tech,.tech,5,0.4,0,0.55,0.4336,0.7055,626000,medium
city.io,.io,4,0.25,0,0.85,0.4695,0.6193,617500,medium
shavylab.io,.io,8,0.25,0,0.85,0.5046,0.626,1112500,medium
devportal.xyz,.xyz,9,0.3333,0,0.3,0.1507,0.4071,60500,low
buy28.ai,.ai,5,0.2,1,0.95,1.0,0.7267,24161000,high
shiksha.net,.net,7,0.2857,0,0.65,0.0574,0.482,163500,low
undigi.net,.net,6,0.5,0,0.65,0.5205,0.6283,1033500,medium
tusiriqo.app,.app,8,0.5,0,0.75,0.4807,0.681,1018000,medium
unsiplace.online,.online,9,0.4444,0,0.25,0.0572,0.503,53000,low
mohub.app,.app,5,0.4,0,0.75,0.4491,0.6478,327000,medium
pay.in,.in,3,0.3333,0,0.9,1.0,0.8634,24477000,high
sirasoft.in,.in,8,0.375,0,0.9,0.6506,0.6349,1086000,medium
bhahuomrana.io,.io,11,0.4545,0,0.85,0.5323,0.6449,730500,medium
vinswasth.net,.net,9,0.2222,0,0.65,0.6691,0.5268,1078500,medium
vycloud.co,.co,7,0.2857,0,0.8,0.72,0.622,790000,medium
sanwyhuaxezwy.online,.online,13,0.3077,0,0.25,0.2312,0.3858,44000,low
riio.com,.com,4,0.75,0,1.0,0.7686,0.7655,34761500,high
digi.io,.io,4,0.5,0,0.85,0.6797,0.702,1280500,medium
love.net,.net,4,0.5,0,0.65,0.0256,0.5847,98500,low
sensex.co.in,.co.in,6,0.3333,0,0.6,0.4321,0.6079,1123000,medium
rasolutionspulov.biz,.biz,16,0.4375,0,0.15,0.0581,0.399,77500,low
green98.app,.app,7,0.2857,1,0.75,0.5383,0.6436,593500,medium
vyapar.app,.app,6,0.3333,0,0.75,0.5319,0.7336,825000,medium
kart.co,.co,4,0.25,0,0.8,0.6949,0.7377,1173000,medium
vibase.com,.com,6,0.5,0,1.0,0.611,0.6301,1210500,medium
cazone.biz,.biz,6,0.5,0,0.15,0.1229,0.5731,38000,low
trade.ai,.ai,5,0.4,0,0.95,0.9368,0.9328,55694000,high
unshabha.co.in,.co.in,8,0.375,0,0.6,0.5622,0.6319,376500,medium
zafopraom.xyz,.xyz,9,0.4444,0,0.3,0.1448,0.5585,115000,low
lulab.co,.co,5,0.4,0,0.8,0.5082,0.783,1154500,medium
tumonahumezasha.online,.online,15,0.4667,0,0.25,0.2554,0.332,65000,low
devbhavi.com,.com,8,0.375,0,1.0,0.7016,0.5785,653500,medium
kispace.dev,.dev,7,0.4286,0,0.7,0.6592,0.7446,305000,medium
center26.online,.online,8,0.25,1,0.25,0.1718,0.382,36500,low
sparkom.net,.net,7,0.2857,0,0.65,0.4538,0.569,1023000,medium
foswasth.in,.in,8,0.25,0,0.9,0.5821,0.5236,520500,medium
kartri.com,.com,6,0.3333,0,1.0,0.4917,0.5896,789500,medium
go.ai,.ai,2,0.5,0,0.95,1.0,0.8077,1066500,high
sihukinale.tech,.tech,10,0.5,0,0.55,0.4326,0.503,546000,medium
vyapar.co.in,.co.in,6,0.3333,0,0.6,0.72,0.6347,280500,medium
go82.co,.co,4,0.25,1,0.8,1.0,0.8272,36844500,high
paise.app,.app,5,0.6,0,0.75,0.5255,0.6293,1664500,medium
pujify.io,.io,6,0.3333,0,0.85,0.7305,0.8619,58482000,high
devvinai.ai,.ai,8,0.5,0,0.95,0.9775,0.7966,5968000,high
unworld.biz,.biz,7,0.2857,0,0.15,0.1731,0.5029,93000,low
opcadamotupe.site,.site,12,0.5,0,0.2,0.2964,0.4036,59500,low
lunext.app,.app,6,0.3333,0,0.75,0.6152,0.7045,447000,medium
unxeunbuqosandev.site,.site,16,0.4375,0,0.2,0.1827,0.3171,57500,low
cana.co.in,.co.in,4,0.5,0,0.6,0.4974,0.7718,1011500,medium
connect.org,.org,7,0.2857,0,0.58,0.0086,0.4126,99000,low
omonline.biz,.biz,8,0.5,0,0.15,0.2345,0.4855,84000,low
mydev.co.in,.co.in,5,0.2,0,0.6,0.6413,0.6267,825500,medium
sewa.site,.site,4,0.5,0,0.2,0.0856,0.499,77500,low
terahub.app,.app,7,0.4286,0,0.75,0.429,0.6036,717500,medium
tukoezkritu.info,.info,11,0.4545,0,0.18,0.0327,0.3374,101000,low
connectdev.online,.online,10,0.3,0,0.25,0.206,0.3668,41000,low
hotel.site,.site,5,0.4,0,0.2,0.021,0.6353,60000,low
business.com,.com,8,0.375,0,1.0,0.2485,0.5653,164500,low
real.co,.co,4,0.5,0,0.8,0.5039,0.7133,409500,medium
davinna.in,.in,7,0.4286,0,0.9,0.8971,0.8083,22342000,high
bestvy.online,.online,6,0.1667,0,0.25,0.3028,0.3928,104000,low
bestzada.info,.info,8,0.375,0,0.18,0.0075,0.4534,102500,low
info.co.in,.co.in,4,0.5,0,0.6,0.0585,0.5344,49000,low
jisensex.in,.in,8,0.375,0,0.9,1.0,0.8954,10599000,high
mekrishi.com,.com,8,0.375,0,1.0,0.555,0.6219,654500,medium
centermehotel.biz,.biz,13,0.3846,0,0.15,0.3015,0.3525,26000,low
cavi.tech,.tech,4,0.5,0,0.55,0.5955,0.7507,849000,medium
smart.io,.io,5,0.2,0,0.85,0.8536,0.7532,16860000,high
khojza.net,.net,6,0.3333,0,0.65,0.1049,0.4369,109000,low
next.tech,.tech,4,0.25,0,0.55,0.5658,0.6934,864000,medium
next.dev,.dev,4,0.25,0,0.7,0.5898,0.6915,595000,medium
vinnopesi.biz,.biz,9,0.4444,0,0.15,0.3714,0.5617,91000,low
shaco.dev,.dev,5,0.4,0,0.7,0.5835,0.6692,903500,medium
newsmo.org,.org,6,0.3333,0,0.58,0.0575,0.5388,82500,low
soft.net,.net,4,0.25,0,0.65,0.7187,0.6748,748500,medium
health.app,.app,6,0.3333,0,0.75,1.0,0.745,23828500,high
site.info,.info,4,0.5,0,0.18,0.209,0.5284,92000,low
startup.com,.com,7,0.2857,0,1.0,0.4564,0.6921,948500,medium
siteqo.xyz,.xyz,6,0.5,0,0.3,0.1739,0.4344,67000,low
sewa97.biz,.biz,6,0.3333,1,0.15,0.363,0.5406,82000,low
sikhoj.net,.net,6,0.3333,0,0.65,0.1128,0.4557,102500,low
pevinmerajlu.com,.com,12,0.4167,0,1.0,0.7079,0.5502,990500,medium
samay54.net,.net,7,0.2857,1,0.65,0.1184,0.5247,114000,low
zaio.in,.in,4,0.75,0,0.9,0.9545,0.7966,49722500,high
sitele.info,.info,6,0.5,0,0.18,0.0167,0.4218,64500,low
omcredit.com,.com,8,0.375,0,1.0,1.0,0.8257,22572000,high
connectvin.online,.online,10,0.3,0,0.25,0.3,0.3601,47000,low
mobhaonline.in,.in,11,0.4545,0,0.9,0.0917,0.4311,110500,low
kihuxe.net,.net,6,0.5,0,0.65,0.654,0.702,638000,medium
data11.com,.com,6,0.3333,1,1.0,1.0,0.8201,16867000,high
si.ai,.ai,2,0.5,0,0.95,0.8694,0.8227,52587500,high
korasoft.app,.app,8,0.375,0,0.75,0.608,0.6289,1066500,medium
shakti.net,.net,6,0.3333,0,0.65,0.6,0.6721,1065000,medium
pe.ai,.ai,2,0.5,0,0.95,0.8336,0.8392,26893000,high
digivy.co.in,.co.in,6,0.3333,0,0.6,0.4717,0.7512,714000,medium
praomhq.co,.co,7,0.2857,0,0.8,0.6729,0.6693,313500,medium
wymoworld.site,.site,9,0.2222,0,0.2,0.1475,0.3816,57000,low
meshalevilucasha.site,.site,16,0.4375,0,0.2,0.3778,0.2664,68000,low
lepebha.tech,.tech,7,0.4286,0,0.55,0.6236,0.7304,1023000,medium
no.in,.in,2,0.5,0,0.9,0.959,0.8132,39309500,high
pro36.ai,.ai,5,0.2,1,0.95,0.8879,0.721,11787500,high
hupraonline.in,.in,11,0.4545,0,0.9,0.3618,0.4037,148000,low
peaxtukrilebhavi.co.in,.co.in,16,0.4375,0,0.6,0.376,0.4023,51500,low
qocasan.com,.com,7,0.4286,0,1.0,0.884,0.8162,31532500,high
vycare.dev,.dev,6,0.3333,0,0.7,0.5783,0.6997,945500,medium
tryriri.app,.app,7,0.2857,0,0.75,0.8223,0.8286,35263500,high
gyan.xyz,.xyz,4,0.25,0,0.3,0.2859,0.4252,95500,low
jiindia.com,.com,7,0.5714,0,1.0,1.0,0.8409,17885500,high
movyonline.net,.net,10,0.4,0,0.65,0.3069,0.4774,153000,low
praservice.org,.org,10,0.4,0,0.58,0.0883,0.4891,163500,low
sanzone.xyz,.xyz,7,0.4286,0,0.3,0.3042,0.4391,52500,low
milan.net,.net,5,0.4,0,0.65,0.0906,0.5389,120000,low
razone.org,.org,6,0.5,0,0.58,0.2499,0.5127,92500,low
pepubuhuomezno.biz,.biz,14,0.5,0,0.15,0.3385,0.4046,44000,low
axradaunsi.co,.co,10,0.5,0,0.8,0.6587,0.6502,413500,medium
fovyhub.com,.com,7,0.2857,0,1.0,0.5945,0.6421,241000,medium
swadesh.co.in,.co.in,7,0.2857,0,0.6,0.72,0.5925,430500,medium
media.io,.io,5,0.6,0,0.85,0.4874,0.5859,439500,medium
unonline.biz,.biz,8,0.5,0,0.15,0.236,0.4435,79000,low
servicevy.site,.site,9,0.3333,0,0.2,0.2789,0.5288,68500,low
xecazonecashaezv.biz,.biz,16,0.4375,0,0.15,0.1687,0.4359,41000,low
livefo.app,.app,6,0.5,0,0.75,0.8897,0.7582,22430000,high
lunoworld.net,.net,9,0.3333,0,0.65,0.2156,0.5498,152000,low
pelucapukriaxkri.online,.online,16,0.4375,0,0.25,0.0797,0.2935,21000,low
business29energy.info,.info,16,0.3125,1,0.18,0.2351,0.3903,15500,low
rashakti.app,.app,8,0.375,0,0.75,0.7173,0.7007,678000,medium
rajbubase.co.in,.co.in,9,0.4444,0,0.6,0.6025,0.6535,438000,medium
net.co.in,.co.in,3,0.3333,0,0.6,0.5282,0.6599,977500,medium
devglobal.com,.com,9,0.3333,0,1.0,0.5891,0.6223,841500,medium
dasoft.tech,.tech,6,0.3333,0,0.55,0.7091,0.7458,347000,medium
naprasante.app,.app,10,0.4,0,0.75,0.6909,0.6227,358500,medium
opjimerino.co.in,.co.in,10,0.5,0,0.6,0.3392,0.4286,96000,low
techko.in,.in,6,0.3333,0,0.9,0.9312,0.8516,36054000,high
mo.in,.in,2,0.5,0,0.9,0.83,0.8348,62348000,high
mo.com,.com,2,0.5,0,1.0,0.8772,0.9255,67819000,high
solutions.site,.site,9,0.4444,0,0.2,0.029,0.5284,89000,low
saathi.info,.info,6,0.5,0,0.18,0.3263,0.4398,107000,low
jimelab.com,.com,7,0.4286,0,1.0,0.5375,0.6432,908500,medium
nextpu.io,.io,6,0.3333,0,0.85,0.6897,0.6452,749500,medium
axlupenono.in,.in,10,0.5,0,0.9,0.4626,0.5838,334500,medium
mywyqo.co.in,.co.in,6,0.1667,0,0.6,0.5847,0.5712,772500,medium
qoly.com,.com,4,0.25,0,1.0,0.8131,0.7886,69714500,high
swasth.com,.com,6,0.1667,0,1.0,0.4708,0.6593,1089000,medium
buy.app,.app,3,0.3333,0,0.75,1.0,0.8815,7878500,high
buy.co,.co,3,0.3333,0,0.8,1.0,0.8752,4698000,high
businesste.net,.net,10,0.4,0,0.65,0.2779,0.5644,153000,low
bharat.co.in,.co.in,6,0.3333,0,0.6,0.4689,0.7174,750500,medium
samay5.info,.info,6,0.3333,1,0.18,0.3641,0.4622,65000,low
host.online,.online,4,0.25,0,0.25,0.0888,0.4996,103500,low
kopracavinraj.net,.net,13,0.3846,0,0.65,0.0807,0.5069,30500,low
pebase.in,.in,6,0.5,0,0.9,0.5076,0.6872,1104000,medium
riconnectzavinwy.xyz,.xyz,16,0.3125,0,0.3,0.176,0.2667,44500,low
opworld.site,.site,7,0.2857,0,0.2,0.0285,0.4767,61500,low
mekovykri.net,.net,9,0.3333,0,0.65,0.6587,0.6134,319000,medium
saathi.co.in,.co.in,6,0.5,0,0.6,0.2193,0.5279,71000,low
global.io,.io,6,0.3333,0,0.85,0.72,0.6175,701000,medium
swadeshko.app,.app,9,0.3333,0,0.75,0.6429,0.6187,306500,medium
praapp.in,.in,6,0.3333,0,0.9,0.72,0.7157,1192000,medium
pubase.com,.com,6,0.5,0,1.0,0.6749,0.6858,414000,medium
kipevinakiraqo.org,.org,14,0.5,0,0.58,0.0204,0.3385,32500,low
mounshalefo.io,.io,11,0.4545,0,0.85,0.4767,0.6215,513500,medium
rabhajiez.info,.info,9,0.4444,0,0.18,0.232,0.4967,59500,low
pulab.io,.io,5,0.4,0,0.85,0.6348,0.7588,959500,medium
undajituaxdajiun.biz,.biz,16,0.5,0,0.15,0.112,0.2528,21000,low
zone19servicera.xyz,.xyz,15,0.4,1,0.3,0.2041,0.3952,44000,low
sanhq.io,.io,5,0.2,0,0.85,0.4777,0.6279,859000,medium
qonoxemesiopport.xyz,.xyz,16,0.4375,0,0.3,0.3672,0.2741,27000,low
hucaco.in,.in,6,0.5,0,0.9,0.4175,0.6589,800500,medium
tepeonline.org,.org,10,0.5,0,0.58,0.1648,0.4091,87000,low
daunco.io,.io,6,0.5,0,0.85,0.6268,0.5915,475000,medium
bestteez.in,.in,8,0.375,0,0.9,0.091,0.5453,175500,low
nounsoft.net,.net,8,0.375,0,0.65,0.6687,0.6229,1113000,medium
vinlive.io,.io,7,0.4286,0,0.85,0.9998,0.88,18649500,high
tuco.app,.app,4,0.5,0,0.75,0.5014,0.7015,1141000,medium
app.io,.io,3,0.3333,0,0.85,0.6897,0.7534,467000,medium
prasivinxesiviza.biz,.biz,16,0.4375,0,0.15,0.0773,0.3987,29500,low
devpebhafoza.org,.org,12,0.4167,0,0.58,0.2926,0.3877,104500,low
infobhamoinfo.biz,.biz,13,0.4615,0,0.15,0.2553,0.3037,55500,low
lab.in,.in,3,0.3333,0,0.9,0.72,0.7696,1227000,medium
pekrilu.in,.in,7,0.4286,0,0.9,0.9528,0.7497,14132000,high
bharatpe.com,.com,8,0.375,0,1.0,1.0,0.7891,24934000,high
naupi.io,.io,5,0.6,0,0.85,0.9922,0.7602,64296000,high
bestsitravel.biz,.biz,12,0.3333,0,0.15,0.0424,0.3987,110000,low
uncaworld.info,.info,9,0.3333,0,0.18,0.3731,0.4296,113000,low
portal76.org,.org,8,0.25,1,0.58,0.0038,0.416,85000,low
bestpekri.xyz,.xyz,9,0.3333,0,0.3,0.3605,0.451,101500,low
worldqo.net,.net,7,0.2857,0,0.65,0.2281,0.4321,159500,low
koconnect.info,.info,9,0.3333,0,0.18,0.3687,0.4422,150500,low
sparkme.co,.co,7,0.2857,0,0.8,0.5934,0.5655,1221000,medium
kifozaez.net,.net,8,0.5,0,0.65,0.5215,0.5476,1118000,medium
kartca.io,.io,6,0.3333,0,0.85,0.6025,0.6014,1160000,medium
globaltu.net,.net,8,0.375,0,0.65,0.5001,0.701,350500,medium
spacelu.app,.app,7,0.4286,0,0.75,0.709,0.6571,1245000,medium
huhub.co.in,.co.in,5,0.4,0,0.6,0.5082,0.6886,950000,medium
mewyfy.com,.com,6,0.1667,0,1.0,0.8148,0.8276,65121000,high
bhabhavyda.app,.app,10,0.3,0,0.75,0.6679,0.5841,657500,medium
teledevluwypuraj.com,.com,16,0.375,0,1.0,0.2801,0.4131,121000,low
huzone.net,.net,6,0.5,0,0.65,0.216,0.5618,83500,low
lecanote.com,.com,8,0.5,0,1.0,0.6603,0.5722,613000,medium
mox.ai,.ai,3,0.3333,0,0.95,0.8955,0.965,11389000,high
zaxeai.app,.app,6,0.6667,0,0.75,1.0,0.6402,28279500,high
next91.co,.co,6,0.1667,1,0.8,0.6684,0.5385,795500,medium
lekisan.in,.in,7,0.4286,0,0.9,0.359,0.6968,1133000,medium
kimeworld.site,.site,9,0.3333,0,0.2,0.0002,0.4871,53000,low
rainfo.xyz,.xyz,6,0.5,0,0.3,0.3055,0.4613,83500,low
nax.ai,.ai,3,0.3333,0,0.95,0.9434,0.7948,18558500,high
careme.com,.com,6,0.5,0,1.0,0.72,0.6701,734000,medium
kipusiridakime.xyz,.xyz,14,0.5,0,0.3,0.3256,0.3957,47500,low
kivyomezdev.biz,.biz,11,0.3636,0,0.15,0.0989,0.3587,53500,low
placeaxzahudazap.info,.info,16,0.4375,0,0.18,0.2811,0.311,27000,low
koweb.com,.com,5,0.4,0,1.0,1.0,0.8519,2679000,high
devhulekripe.app,.app,12,0.4167,0,0.75,0.5932,0.6017,288500,medium
siezbase.com,.com,8,0.5,0,1.0,0.6134,0.6522,577000,medium
tuplace.site,.site,7,0.4286,0,0.2,0.3205,0.4842,85500,low
myvy.tech,.tech,4,0.0,0,0.55,0.7176,0.4752,706500,medium
mykri.com,.com,5,0.2,0,1.0,0.485,0.552,835000,medium
pe.in,.in,2,0.5,0,0.9,0.7936,0.8378,45236500,high
naunhq.app,.app,6,0.3333,0,0.75,0.4827,0.6396,821500,medium
axhub.com,.com,5,0.4,0,1.0,0.3916,0.7185,1284500,medium
portal95.xyz,.xyz,8,0.25,1,0.3,0.2234,0.4041,82000,low
opbhaplace.com,.com,10,0.4,0,1.0,0.2028,0.4006,79000,low
nri.in,.in,3,0.3333,0,0.9,0.4644,0.7811,599500,medium
zzz-domain-abc.biz,.biz,14,0.2857,0,0.15,0.1001,0.2996,4500,low
nosandesh.net,.net,9,0.3333,0,0.65,0.2601,0.4149,105000,low
kotebha.io,.io,7,0.4286,0,0.85,0.6507,0.6898,758500,medium
web.com,.com,3,0.3333,0,1.0,1.0,0.8798,46139500,high
kartun.com,.com,6,0.3333,0,1.0,0.5463,0.6432,837000,medium
blog.net,.net,4,0.25,0,0.65,0.0051,0.5321,78500,low
seva.co.in,.co.in,4,0.5,0,0.6,0.4143,0.7511,554000,medium
jio.in,.in,3,0.6667,0,0.9,0.5376,0.6936,867000,medium
novalue-zone.xyz,.xyz,12,0.5,0,0.3,0.1528,0.4246,4000,low
noinfo.online,.online,6,0.5,0,0.25,0.1231,0.5312,85500,low
qonainfo.com,.com,8,0.5,0,1.0,0.0552,0.5279,66000,low
norihub.in,.in,7,0.4286,0,0.9,0.5192,0.6213,481000,medium
bhabase.app,.app,7,0.4286,0,0.75,0.6069,0.6241,329500,medium
fx.ai,.ai,2,0.0,0,0.95,0.9936,0.7765,74378500,high
omezomludev.com,.com,11,0.4545,0,1.0,0.3979,0.5543,965000,medium
lumoommo.dev,.dev,8,0.5,0,0.7,0.546,0.658,934000,medium
koaxhq.co.in,.co.in,6,0.3333,0,0.6,0.5688,0.6302,608000,medium
zaki.com,.com,4,0.5,0,1.0,0.7267,0.8485,87594000,high
pefobuwylu.net,.net,10,0.4,0,0.65,0.0029,0.5194,54500,low
vyhub.in,.in,5,0.2,0,0.9,0.6547,0.6853,1582500,medium
servicebloghu.xyz,.xyz,13,0.3846,0,0.3,0.2778,0.4858,34500,low
artom.net,.net,5,0.4,0,0.65,0.3057,0.546,167000,low
bestriom.biz,.biz,8,0.375,0,0.15,0.0404,0.4839,45500,low
khoj.in,.in,4,0.25,0,0.9,0.0441,0.5543,177000,low
jiezunaxaxunvi.biz,.biz,14,0.5,0,0.15,0.3468,0.2625,75500,low
nova.dev,.dev,4,0.5,0,0.7,0.5519,0.6403,753000,medium
getno.co,.co,5,0.4,0,0.8,0.9218,0.7901,17132500,high
greenvi.tech,.tech,7,0.4286,0,0.55,0.5116,0.6403,546500,medium
jiezx.ai,.ai,5,0.4,0,0.95,0.7771,0.8479,4273000,high
unhub.co.in,.co.in,5,0.4,0,0.6,0.5897,0.6654,1177000,medium
huai.com,.com,4,0.75,0,1.0,0.9784,0.7586,7996500,high
sanriunpu.com,.com,9,0.4444,0,1.0,0.4844,0.5568,469500,medium
tech.ai,.ai,4,0.25,0,0.95,1.0,0.7336,1008000,high
ledevonline.online,.online,11,0.4545,0,0.25,0.3617,0.4926,47500,low
live.co,.co,4,0.5,0,0.8,0.9776,0.9072,6633000,high
foplace.in,.in,7,0.4286,0,0.9,0.1582,0.4536,85000,low
bhaleqofoki.in,.in,11,0.4545,0,0.9,0.1045,0.5104,115500,low
moplace.co.in,.co.in,7,0.4286,0,0.6,0.3523,0.603,154000,low
oponline.net,.net,8,0.5,0,0.65,0.1108,0.4795,97000,low
rireal.com,.com,6,0.5,0,1.0,0.6925,0.732,947000,medium
xebank.in,.in,6,0.3333,0,0.9,0.9913,0.8958,23655500,high
rajqoxetekica.in,.in,13,0.4615,0,0.9,0.3247,0.3672,42000,low
gamesportal.info,.info,11,0.3636,0,0.18,0.2996,0.4455,46000,low
daezsanvi.tech,.tech,9,0.4444,0,0.55,0.6052,0.5648,1065000,medium
myra.com,.com,4,0.25,0,1.0,0.7146,0.6994,944000,medium
wysite.info,.info,6,0.3333,0,0.18,0.1997,0.506,139500,low
jily.com,.com,4,0.25,0,1.0,0.7053,0.7466,35721500,high
vinbuy.app,.app,6,0.3333,0,0.75,1.0,0.7848,14561000,high
credit.ai,.ai,6,0.3333,0,0.95,1.0,0.8203,44952500,high
sivin.com,.com,5,0.4,0,1.0,0.8566,0.8623,44943000,high
leno.co,.co,4,0.5,0,0.8,0.9755,0.8137,44199000,high
punasoft.co.in,.co.in,8,0.375,0,0.6,0.7101,0.6185,609500,medium
tuhu.in,.in,4,0.5,0,0.9,0.9901,0.8339,54144000,high
prada.net,.net,5,0.4,0,0.65,0.5537,0.7025,981500,medium
site59.online,.online,6,0.3333,1,0.25,0.2131,0.5495,35500,low
rajonline.biz,.biz,9,0.4444,0,0.15,0.3752,0.4639,118000,low
vidya.co.in,.co.in,5,0.4,0,0.6,0.72,0.8009,1007500,medium
city.app,.app,4,0.25,0,0.75,0.673,0.7295,854000,medium
peai.com,.com,4,0.75,0,1.0,0.9754,0.7876,23148000,high
nova.net,.net,4,0.5,0,0.65,0.72,0.7616,289000,medium
corepra.dev,.dev,7,0.4286,0,0.7,0.6918,0.7251,759500,medium
prarajsharite.net,.net,13,0.3846,0,0.65,0.2982,0.4676,66000,low
buxerajraj.online,.online,10,0.4,0,0.25,0.3796,0.4705,55500,low
business15worlde.biz,.biz,16,0.3125,1,0.15,0.2623,0.2499,44000,low
businessbublog.info,.info,14,0.3571,0,0.18,0.1381,0.4291,40000,low
teworld.site,.site,7,0.2857,0,0.2,0.2684,0.4933,50500,low
tu.com,.com,2,0.5,0,1.0,0.8632,0.874,46307000,high
shalecaop.net,.net,9,0.4444,0,0.65,0.3787,0.5949,415500,medium
vico.co,.co,4,0.5,0,0.8,0.6984,0.754,1011000,medium
games.info,.info,5,0.4,0,0.18,0.0574,0.5961,84000,low
riundevpuvipe.org,.org,13,0.4615,0,0.58,0.2456,0.2946,57500,low
vygreen.in,.in,7,0.2857,0,0.9,0.72,0.6913,665500,medium
hulucavin.net,.net,9,0.4444,0,0.65,0.4337,0.6186,692500,medium
ezlume.co.in,.co.in,6,0.5,0,0.6,0.522,0.6251,337500,medium
momolab.net,.net,7,0.4286,0,0.65,0.5061,0.677,1118500,medium
lunohq.com,.com,6,0.3333,0,1.0,0.5332,0.6925,785500,medium
jiopfona.org,.org,8,0.5,0,0.58,0.0813,0.5198,67000,low
online.info,.info,6,0.5,0,0.18,0.3573,0.4247,63000,low
games34.biz,.biz,7,0.2857,1,0.15,0.0181,0.5621,41500,low
hub.io,.io,3,0.3333,0,0.85,1.0,0.9029,35210500,high
energy.net,.net,6,0.3333,0,0.65,0.5898,0.6897,960000,medium
connect28.biz,.biz,9,0.2222,1,0.15,0.365,0.3246,75500,low
krishiun.app,.app,8,0.375,0,0.75,0.6877,0.6079,353500,medium
